===== Redis 100M Benchmark =====
Instance Type: r5.xlarge
Run: 3
Date: 2026-01-23T04:42:28+00:00

--- System Info ---
CPU: 4 cores
Memory: 31.0G
model name	: Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz

--- Starting Redis Server ---
Redis server started

--- Warmup ---
Warmup complete (100K SET requests)

--- Test 1: SET 100M requests (50 clients, 3 threads) ---
Start: 2026-01-23T04:42:31+00:00
 
SET: rps=0.0 (overall: -nan) avg_msec=-nan (overall: -nan)
                                                           
SET: rps=107956.2 (overall: 107956.2) avg_msec=0.392 (overall: 0.392)
                                                                      
SET: rps=106960.0 (overall: 107459.1) avg_msec=0.427 (overall: 0.410)
                                                                      
SET: rps=108862.2 (overall: 107931.1) avg_msec=0.371 (overall: 0.397)
                                                                      
SET: rps=108015.9 (overall: 107952.3) avg_msec=0.421 (overall: 0.403)
                                                                      
SET: rps=107537.9 (overall: 107869.5) avg_msec=0.413 (overall: 0.405)
                                                                      
SET: rps=107800.0 (overall: 107858.0) avg_msec=0.421 (overall: 0.408)
                                                                      
SET: rps=101816.7 (overall: 106995.4) avg_msec=0.454 (overall: 0.414)
                                                                      
SET: rps=109109.0 (overall: 107265.0) avg_msec=0.416 (overall: 0.414)
                                                                      
SET: rps=103482.1 (overall: 106846.0) avg_msec=0.412 (overall: 0.414)
SET: rps=94031.9 (overall: 102028.9) avg_msec=0.437 (overall: 0.426)
                                                                     
SET: rps=92420.0 (overall: 101959.0) avg_msec=0.480 (overall: 0.427)
                                                                     
SET: rps=90916.3 (overall: 101878.9) avg_msec=0.476 (overall: 0.427)
                                                                     
SET: rps=94856.0 (overall: 101828.6) avg_msec=0.478 (overall: 0.427)
                                                                     
SET: rps=94904.4 (overall: 101779.1) avg_msec=0.461 (overall: 0.428)
                                                                     
SET: rps=93581.7 (overall: 101720.9) avg_msec=0.460 (overall: 0.428)
                                                                     
SET: rps=85764.9 (overall: 101608.5) avg_msec=0.472 (overall: 0.428)
                                                                     
SET: rps=91577.5 (overall: 101536.4) avg_msec=0.453 (overall: 0.428)
                                                                     
SET: rps=103804.0 (overall: 101552.1) avg_msec=0.398 (overall: 0.428)
                                                                      
SET: rps=100378.5 (overall: 101544.0) avg_msec=0.439 (overall: 0.428)
                                                                      
SET: rps=101191.2 (overall: 101541.6) avg_msec=0.437 (overall: 0.428)
                                                                      
SET: rps=101772.9 (overall: 101543.1) avg_msec=0.419 (overall: 0.428)
                                                                      
SET: rps=111127.5 (overall: 101607.9) avg_msec=0.375 (overall: 0.428)
                                                                      
SET: rps=108035.9 (overall: 101651.1) avg_msec=0.385 (overall: 0.427)
                                                                      
SET: rps=109756.0 (overall: 101704.9) avg_msec=0.376 (overall: 0.427)
                                                                      
SET: rps=109617.5 (overall: 101757.3) avg_msec=0.373 (overall: 0.427)
                                                                      
SET: rps=98043.8 (overall: 101732.9) avg_msec=0.428 (overall: 0.427)
                                                                     
SET: rps=89565.7 (overall: 101653.3) avg_msec=0.466 (overall: 0.427)
                                                                     
SET: rps=107438.2 (overall: 101690.9) avg_msec=0.414 (overall: 0.427)
                                                                      
SET: rps=113525.9 (overall: 101767.3) avg_msec=0.416 (overall: 0.427)
                                                                      
SET: rps=114336.0 (overall: 101847.6) avg_msec=0.415 (overall: 0.427)
                                                                      
SET: rps=108924.0 (overall: 101892.5) avg_msec=0.425 (overall: 0.427)
                                                                      
SET: rps=113928.3 (overall: 101968.7) avg_msec=0.408 (overall: 0.426)
                                                                      
SET: rps=115108.0 (overall: 102051.0) avg_msec=0.407 (overall: 0.426)
                                                                      
SET: rps=112215.1 (overall: 102114.6) avg_msec=0.414 (overall: 0.426)
                                                                      
SET: rps=106253.0 (overall: 102140.5) avg_msec=0.418 (overall: 0.426)
                                                                      
SET: rps=93828.0 (overall: 102089.4) avg_msec=0.483 (overall: 0.427)
                                                                     
SET: rps=104234.1 (overall: 102102.6) avg_msec=0.380 (overall: 0.426)
                                                                      
SET: rps=98944.0 (overall: 102083.4) avg_msec=0.440 (overall: 0.426)
                                                                     
SET: rps=91166.7 (overall: 102016.9) avg_msec=0.473 (overall: 0.427)
                                                                     
SET: rps=83740.0 (overall: 101907.2) avg_msec=0.506 (overall: 0.427)
                                                                     
SET: rps=63238.1 (overall: 101674.7) avg_msec=0.668 (overall: 0.428)
                                                                     
SET: rps=63484.0 (overall: 101448.2) avg_msec=0.692 (overall: 0.429)
                                                                     
SET: rps=74601.6 (overall: 101289.3) avg_msec=0.592 (overall: 0.430)
                                                                     
SET: rps=109844.6 (overall: 101339.6) avg_msec=0.422 (overall: 0.430)
                                                                      
SET: rps=112220.0 (overall: 101403.0) avg_msec=0.411 (overall: 0.429)
                                                                      
SET: rps=114968.0 (overall: 101481.6) avg_msec=0.408 (overall: 0.429)
                                                                      
SET: rps=108071.7 (overall: 101519.7) avg_msec=0.431 (overall: 0.429)
                                                                      
SET: rps=111031.9 (overall: 101574.4) avg_msec=0.401 (overall: 0.429)
                                                                      
SET: rps=108224.0 (overall: 101612.3) avg_msec=0.435 (overall: 0.429)
                                                                      
SET: rps=96864.5 (overall: 101585.3) avg_msec=0.467 (overall: 0.429)
                                                                     
SET: rps=86015.9 (overall: 101497.3) avg_msec=0.477 (overall: 0.430)
                                                                     
SET: rps=89928.6 (overall: 101432.0) avg_msec=0.466 (overall: 0.430)
                                                                     
SET: rps=101084.0 (overall: 101430.1) avg_msec=0.410 (overall: 0.430)
                                                                      
SET: rps=97462.2 (overall: 101408.0) avg_msec=0.413 (overall: 0.430)
                                                                     
SET: rps=108621.5 (overall: 101447.9) avg_msec=0.417 (overall: 0.429)
                                                                      
SET: rps=109748.0 (overall: 101493.3) avg_msec=0.424 (overall: 0.429)
                                                                      
SET: rps=108115.5 (overall: 101529.5) avg_msec=0.423 (overall: 0.429)
                                                                      
SET: rps=109072.0 (overall: 101570.4) avg_msec=0.426 (overall: 0.429)
                                                                      
SET: rps=109096.0 (overall: 101610.9) avg_msec=0.422 (overall: 0.429)
                                                                      
SET: rps=109745.0 (overall: 101654.7) avg_msec=0.424 (overall: 0.429)
                                                                      
SET: rps=109992.0 (overall: 101699.1) avg_msec=0.421 (overall: 0.429)
                                                                      
SET: rps=107019.9 (overall: 101727.4) avg_msec=0.422 (overall: 0.429)
                                                                      
SET: rps=107036.0 (overall: 101755.4) avg_msec=0.427 (overall: 0.429)
                                                                      
SET: rps=107776.9 (overall: 101787.1) avg_msec=0.430 (overall: 0.429)
                                                                      
SET: rps=110808.0 (overall: 101834.2) avg_msec=0.420 (overall: 0.429)
                                                                      
SET: rps=109302.8 (overall: 101873.1) avg_msec=0.408 (overall: 0.429)
                                                                      
SET: rps=114772.0 (overall: 101939.7) avg_msec=0.406 (overall: 0.429)
                                                                      
SET: rps=113450.2 (overall: 101999.0) avg_msec=0.411 (overall: 0.429)
                                                                      
SET: rps=114572.0 (overall: 102063.3) avg_msec=0.409 (overall: 0.429)
                                                                      
SET: rps=116215.1 (overall: 102135.5) avg_msec=0.401 (overall: 0.429)
                                                                      
SET: rps=117164.0 (overall: 102211.5) avg_msec=0.404 (overall: 0.428)
                                                                      
SET: rps=116470.1 (overall: 102283.6) avg_msec=0.404 (overall: 0.428)
                                                                      
SET: rps=116056.0 (overall: 102352.6) avg_msec=0.407 (overall: 0.428)
                                                                      
SET: rps=115653.4 (overall: 102419.1) avg_msec=0.406 (overall: 0.428)
                                                                      
SET: rps=114892.0 (overall: 102480.9) avg_msec=0.410 (overall: 0.428)
                                                                      
SET: rps=113892.4 (overall: 102537.5) avg_msec=0.412 (overall: 0.428)
                                                                      
SET: rps=113332.0 (overall: 102590.5) avg_msec=0.410 (overall: 0.428)
                                                                      
SET: rps=114099.6 (overall: 102646.9) avg_msec=0.405 (overall: 0.428)
                                                                      
SET: rps=115936.0 (overall: 102711.5) avg_msec=0.406 (overall: 0.428)
                                                                      
SET: rps=114430.3 (overall: 102768.4) avg_msec=0.408 (overall: 0.427)
                                                                      
SET: rps=110572.0 (overall: 102806.0) avg_msec=0.426 (overall: 0.427)
                                                                      
SET: rps=110661.4 (overall: 102843.8) avg_msec=0.420 (overall: 0.427)
                                                                      
SET: rps=109736.0 (overall: 102876.6) avg_msec=0.422 (overall: 0.427)
                                                                      
SET: rps=108904.4 (overall: 102905.4) avg_msec=0.424 (overall: 0.427)
                                                                      
SET: rps=111188.0 (overall: 102944.5) avg_msec=0.408 (overall: 0.427)
                                                                      
SET: rps=112043.8 (overall: 102987.4) avg_msec=0.420 (overall: 0.427)
                                                                      
SET: rps=113580.0 (overall: 103037.0) avg_msec=0.416 (overall: 0.427)
                                                                      
SET: rps=114494.0 (overall: 103090.6) avg_msec=0.410 (overall: 0.427)
                                                                      
SET: rps=114633.5 (overall: 103144.3) avg_msec=0.406 (overall: 0.427)
                                                                      
SET: rps=104628.0 (overall: 103151.1) avg_msec=0.433 (overall: 0.427)
                                                                      
SET: rps=110075.7 (overall: 103183.1) avg_msec=0.405 (overall: 0.427)
                                                                      
SET: rps=110072.0 (overall: 103214.6) avg_msec=0.428 (overall: 0.427)
                                                                      
SET: rps=109737.1 (overall: 103244.4) avg_msec=0.429 (overall: 0.427)
                                                                      
SET: rps=108884.0 (overall: 103269.9) avg_msec=0.425 (overall: 0.427)
                                                                      
SET: rps=110211.2 (overall: 103301.3) avg_msec=0.405 (overall: 0.427)
                                                                      
SET: rps=110621.5 (overall: 103334.3) avg_msec=0.414 (overall: 0.427)
                                                                      
SET: rps=110672.0 (overall: 103367.1) avg_msec=0.425 (overall: 0.427)
                                                                      
SET: rps=108232.0 (overall: 103388.8) avg_msec=0.427 (overall: 0.427)
                                                                      
SET: rps=110589.6 (overall: 103420.8) avg_msec=0.421 (overall: 0.427)
                                                                      
SET: rps=113760.0 (overall: 103466.4) avg_msec=0.407 (overall: 0.427)
                                                                      
SET: rps=115601.6 (overall: 103519.9) avg_msec=0.407 (overall: 0.426)
                                                                      
SET: rps=116272.0 (overall: 103575.6) avg_msec=0.405 (overall: 0.426)
                                                                      
