===== Redis 100M Benchmark =====
Instance Type: c8g.xlarge
Run: 5
Date: 2026-01-21T05:37:23+00:00

--- System Info ---
CPU: 4 cores
Memory: 7.6G

--- Starting Redis Server ---
Redis server started

--- Warmup ---
Warmup complete (1M requests)

--- Test 1: SET 100M requests (50 clients, 3 threads) ---
Start: 2026-01-21T05:52:47+00:00
 
SET: rps=0.0 (overall: inf) avg_msec=0.064 (overall: 0.135)
                                                            
SET: rps=245516.0 (overall: 245532.0) avg_msec=0.186 (overall: 0.186)
                                                                      
SET: rps=243462.2 (overall: 244495.0) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=245132.0 (overall: 244707.1) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=244560.0 (overall: 244670.3) avg_msec=0.189 (overall: 0.188)
                                                                      
SET: rps=244840.0 (overall: 244704.2) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=244517.9 (overall: 244673.1) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=246060.0 (overall: 244871.0) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=241872.0 (overall: 244496.5) avg_msec=0.181 (overall: 0.187)
                                                                      
SET: rps=245612.0 (overall: 244620.3) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=245356.0 (overall: 244693.8) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=243864.5 (overall: 244618.2) avg_msec=0.184 (overall: 0.187)
                                                                      
SET: rps=243952.0 (overall: 244562.8) avg_msec=0.189 (overall: 0.187)
                                                                      
SET: rps=243552.0 (overall: 244485.1) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=244676.0 (overall: 244498.7) avg_msec=0.189 (overall: 0.187)
                                                                      
SET: rps=242664.0 (overall: 244376.5) avg_msec=0.186 (overall: 0.187)
                                                                      
SET: rps=242669.3 (overall: 244269.5) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=245496.0 (overall: 244341.5) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=245728.0 (overall: 244418.5) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=245092.0 (overall: 244453.9) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=245768.0 (overall: 244519.6) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=245039.9 (overall: 244544.4) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=244956.0 (overall: 244563.1) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=245656.0 (overall: 244610.6) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=245624.0 (overall: 244652.8) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=245464.0 (overall: 244685.2) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=244896.0 (overall: 244693.3) avg_msec=0.189 (overall: 0.187)
                                                                      
SET: rps=245360.0 (overall: 244718.0) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=244366.5 (overall: 244705.4) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=246184.0 (overall: 244756.3) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=245480.0 (overall: 244780.4) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=245204.0 (overall: 244794.1) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=246252.0 (overall: 244839.6) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=245500.0 (overall: 244859.6) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=244406.4 (overall: 244846.2) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=245468.0 (overall: 244864.0) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=246084.0 (overall: 244897.9) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=246020.0 (overall: 244928.2) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=245212.0 (overall: 244935.6) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=246088.0 (overall: 244965.2) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=246088.0 (overall: 244993.2) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=245310.8 (overall: 245001.0) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=246308.0 (overall: 245032.1) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=246360.0 (overall: 245062.9) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=245752.0 (overall: 245078.6) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=246284.0 (overall: 245105.3) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=245628.0 (overall: 245116.7) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=244617.5 (overall: 245106.0) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=241260.0 (overall: 245026.0) avg_msec=0.184 (overall: 0.188)
                                                                      
SET: rps=243664.0 (overall: 244998.2) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=244236.0 (overall: 244983.0) avg_msec=0.189 (overall: 0.188)
                                                                      
SET: rps=244772.0 (overall: 244978.8) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=245036.0 (overall: 244979.9) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=245328.0 (overall: 244986.5) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=243681.3 (overall: 244962.2) avg_msec=0.189 (overall: 0.188)
                                                                      
SET: rps=242196.0 (overall: 244912.0) avg_msec=0.185 (overall: 0.188)
                                                                      
SET: rps=243364.0 (overall: 244884.4) avg_msec=0.189 (overall: 0.188)
                                                                      
SET: rps=246448.0 (overall: 244911.8) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=246384.0 (overall: 244937.1) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=246428.0 (overall: 244962.4) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=245306.8 (overall: 244968.2) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=246272.0 (overall: 244989.5) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=246184.0 (overall: 245008.8) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=244868.0 (overall: 245006.5) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=246116.0 (overall: 245023.9) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=246268.0 (overall: 245043.0) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=245219.1 (overall: 245045.7) avg_msec=0.188 (overall: 0.188)
                                                                      
SET: rps=245568.0 (overall: 245053.5) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=246844.0 (overall: 245079.8) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=247004.0 (overall: 245107.6) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=246216.0 (overall: 245123.5) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=247160.0 (overall: 245152.1) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=246768.0 (overall: 245174.6) avg_msec=0.187 (overall: 0.188)
                                                                      
SET: rps=245705.2 (overall: 245181.8) avg_msec=0.186 (overall: 0.188)
                                                                      
SET: rps=246460.0 (overall: 245199.1) avg_msec=0.185 (overall: 0.187)
                                                                      
SET: rps=246080.0 (overall: 245210.8) avg_msec=0.186 (overall: 0.187)
                                                                      
SET: rps=246724.0 (overall: 245230.7) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246608.0 (overall: 245248.6) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=244984.0 (overall: 245245.2) avg_msec=0.186 (overall: 0.187)
                                                                      
SET: rps=245924.3 (overall: 245253.8) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246616.0 (overall: 245270.9) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=245444.0 (overall: 245273.0) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=246084.0 (overall: 245282.9) avg_msec=0.184 (overall: 0.187)
                                                                      
SET: rps=246020.0 (overall: 245291.8) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=245376.0 (overall: 245292.8) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=246472.0 (overall: 245306.6) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=244804.8 (overall: 245300.8) avg_msec=0.186 (overall: 0.187)
                                                                      
SET: rps=246408.0 (overall: 245313.5) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=242988.0 (overall: 245287.1) avg_msec=0.185 (overall: 0.187)
                                                                      
SET: rps=247204.0 (overall: 245308.6) avg_msec=0.186 (overall: 0.187)
                                                                      
SET: rps=246196.0 (overall: 245318.5) avg_msec=0.186 (overall: 0.187)
                                                                      
SET: rps=247340.0 (overall: 245340.7) avg_msec=0.185 (overall: 0.187)
                                                                      
SET: rps=245653.4 (overall: 245344.1) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=247028.0 (overall: 245362.2) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246732.0 (overall: 245376.7) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=242772.0 (overall: 245349.3) avg_msec=0.179 (overall: 0.187)
                                                                      
SET: rps=242228.0 (overall: 245316.8) avg_msec=0.185 (overall: 0.187)
                                                                      
SET: rps=246712.0 (overall: 245331.2) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=245788.9 (overall: 245335.9) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246908.0 (overall: 245351.8) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246624.0 (overall: 245364.5) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=247124.0 (overall: 245381.9) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246100.0 (overall: 245388.9) avg_msec=0.186 (overall: 0.187)
                                                                      
SET: rps=244676.0 (overall: 245382.0) avg_msec=0.185 (overall: 0.187)
                                                                      
SET: rps=246424.0 (overall: 245392.0) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=245689.2 (overall: 245394.9) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=245776.0 (overall: 245398.5) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=245976.0 (overall: 245403.8) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246000.0 (overall: 245409.4) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246784.0 (overall: 245422.0) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=247040.0 (overall: 245436.7) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246131.5 (overall: 245443.0) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=247036.0 (overall: 245457.2) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=247188.0 (overall: 245472.5) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=247168.0 (overall: 245487.3) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246824.0 (overall: 245499.0) avg_msec=0.186 (overall: 0.187)
                                                                      
SET: rps=246812.0 (overall: 245510.3) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246900.0 (overall: 245522.1) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=244709.2 (overall: 245515.2) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246344.0 (overall: 245522.2) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=247136.0 (overall: 245535.6) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246644.0 (overall: 245544.8) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=247080.0 (overall: 245557.3) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246920.0 (overall: 245568.4) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=245147.4 (overall: 245565.0) avg_msec=0.185 (overall: 0.187)
                                                                      
SET: rps=244788.0 (overall: 245558.8) avg_msec=0.188 (overall: 0.187)
                                                                      
SET: rps=247044.0 (overall: 245570.6) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=247664.0 (overall: 245587.0) avg_msec=0.186 (overall: 0.187)
                                                                      
SET: rps=242992.0 (overall: 245566.8) avg_msec=0.182 (overall: 0.187)
                                                                      
SET: rps=245844.6 (overall: 245569.0) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=245860.0 (overall: 245571.2) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246728.0 (overall: 245580.0) avg_msec=0.186 (overall: 0.187)
                                                                      
SET: rps=247052.0 (overall: 245591.2) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=246564.0 (overall: 245598.5) avg_msec=0.187 (overall: 0.187)
                                                                      
SET: rps=245697.2 (overall: 245599.2) avg_msec=0.187 (overall: 0.187)
                                                                      
