===== Spring Boot Time-Series Benchmark =====
Instance Type: c8g.xlarge
Run: 3
Spring Boot Host: springboot-server-c8g-xlarge
Timestamp: 2026-01-22T04:05:26+00:00

Configuration:
  - Warmup: 30s (JIT compilation)
  - Data points: 60 (10s intervals = 10 minutes)
  - wrk settings: -t2 -c100 (matches regular benchmark)

--- Warm-up Phase (30s) ---
Warm-up complete - JIT compilation done

--- Time-Series Data ---
elapsed_sec,requests_per_sec,avg_latency_ms,p99_latency_ms
10,63452.31,1.50,3.41
20,60779.82,1.52,4.13
30,61208.72,1.51,3.82
40,64320.60,1.51,4.10
50,67395.57,1.50,3.46
60,67843.64,1.48,3.42
70,66760.15,1.50,3.64
80,60976.19,1.52,3.94
90,60711.46,1.52,4.10
100,61013.22,1.55,4.22
110,65863.22,1.52,3.98
120,67794.33,1.49,3.74
130,67186.37,1.52,3.67
140,64214.83,1.50,3.61
150,60823.08,1.52,4.02
160,61622.13,1.53,4.04
170,63799.75,1.51,3.76
180,66940.28,1.50,3.46
190,67502.23,1.50,3.56
200,66906.39,1.49,3.43
210,60854.63,1.52,3.86
220,61308.99,1.52,3.88
230,62933.73,1.51,3.78
240,65019.16,1.52,4.17
250,67284.38,1.50,3.40
260,67808.37,1.51,3.70
270,64489.11,1.50,3.67
280,61219.08,1.52,3.99
290,62873.54,1.51,3.87
300,63682.06,1.51,3.91
310,65168.46,1.51,3.89
320,67370.82,1.50,3.46
330,66911.62,1.50,3.58
340,61100.60,1.53,3.96
350,62803.25,1.51,3.95
360,62232.56,1.53,4.08
370,62915.46,1.54,4.11
380,67091.86,1.50,3.38
390,67142.57,1.50,3.48
400,64081.64,1.51,3.61
410,61594.38,1.53,4.03
420,62010.21,1.52,4.07
430,62829.74,1.51,3.96
440,64709.40,1.53,3.84
450,67623.34,1.49,3.47
460,67253.43,1.50,3.51
470,63248.77,1.49,3.79
480,63263.83,1.50,3.68
490,63798.64,1.49,3.62
500,64190.27,1.49,3.72
510,67552.68,1.50,4.19
520,67402.52,1.49,3.37
530,65250.25,1.50,3.63
540,62899.35,1.50,3.89
550,62775.07,1.51,3.95
560,62325.02,1.52,3.98
570,64740.52,1.51,4.12
580,67671.92,1.49,3.57
590,67795.68,1.49,3.44
600,63584.29,1.50,3.60

===== Time-Series Benchmark Complete =====
