===== Spring Boot Time-Series Benchmark =====
Instance Type: c8i-flex.xlarge
Run: 5
Spring Boot Host: springboot-server-c8i-flex-xlarge
Timestamp: 2026-01-21T15:02:22+00:00

Configuration:
  - Warmup: 30s (JIT compilation)
  - Data points: 60 (10s intervals = 10 minutes)
  - wrk settings: -t2 -c100 (matches regular benchmark)

--- Warm-up Phase (30s) ---
Warm-up complete - JIT compilation done

--- Time-Series Data ---
elapsed_sec,requests_per_sec,avg_latency_ms,p99_latency_ms
10,92719.36,1.07,2.12
20,73248.37,1.23,3.39
30,72455.16,1.24,3.38
40,81836.47,1.17,3.47
50,93139.86,1.07,2.33
60,92197.34,1.08,2.26
70,93297.37,1.07,2.35
80,85992.18,1.12,2.84
90,71502.12,1.26,3.52
100,77373.24,1.20,3.41
110,86298.53,1.12,2.97
120,92966.62,1.07,2.43
130,92390.35,1.08,2.44
140,92412.88,1.08,2.49
150,74534.76,1.23,3.24
160,73851.91,1.25,3.65
170,78904.09,1.18,3.09
180,90182.49,1.10,2.47
190,90811.99,1.10,2.62
200,91413.88,1.09,2.49
210,85263.90,1.13,2.88
220,73611.42,1.23,3.50
230,78063.45,1.19,3.26
240,83204.71,1.16,3.01
250,89589.43,1.11,2.58
260,89685.23,1.11,2.57
270,89775.36,1.11,2.69
280,76786.06,1.21,3.27
290,76625.43,1.20,3.29
300,79021.06,1.19,3.42
310,87138.37,1.13,3.11
320,87609.47,3.52,120.54
330,91087.10,1.09,2.55
340,85032.65,1.14,2.84
350,76891.65,1.20,3.34
360,77780.25,1.20,3.39
370,79390.58,1.20,3.60
380,90605.65,1.09,2.61
390,92747.59,1.07,2.37
400,91829.20,1.08,2.47
410,80596.65,1.16,3.11
420,77358.43,1.19,3.31
430,76996.65,1.20,3.40
440,86159.02,1.12,2.90
450,90921.50,1.09,2.63
460,91643.71,1.08,2.55
470,89076.04,1.10,2.75
480,77185.55,1.20,3.22
490,79120.30,1.18,3.14
500,79689.68,1.18,3.26
510,90848.60,1.09,2.60
520,91628.78,1.08,2.45
530,91511.63,1.08,2.48
540,82525.58,1.16,3.13
550,78282.21,1.18,3.33
560,78665.95,1.18,3.34
570,84163.64,1.14,3.04
580,90354.38,1.09,2.71
590,91273.77,1.08,2.42
600,90928.25,1.09,2.58

===== Time-Series Benchmark Complete =====
