===== Spring Boot Time-Series Benchmark =====
Instance Type: r8i-flex.xlarge
Run: 4
Spring Boot Host: springboot-server-r8i-flex-xlarge
Timestamp: 2026-01-21T14:51:37+00:00

Configuration:
  - Warmup: 30s (JIT compilation)
  - Data points: 60 (10s intervals = 10 minutes)
  - wrk settings: -t2 -c100 (matches regular benchmark)

--- Warm-up Phase (30s) ---
Warm-up complete - JIT compilation done

--- Time-Series Data ---
elapsed_sec,requests_per_sec,avg_latency_ms,p99_latency_ms
10,93363.98,1.06,1.96
20,74875.29,1.21,3.25
30,73333.38,1.22,3.37
40,82261.65,1.14,3.18
50,92206.32,1.07,2.25
60,92400.84,1.06,2.15
70,91894.36,1.07,2.39
80,84252.80,1.12,2.89
90,72869.34,1.23,3.42
100,78448.36,1.18,3.32
110,86900.16,1.11,2.82
120,91698.29,1.07,2.38
130,91376.88,1.08,2.30
140,92644.87,1.07,2.10
150,72258.52,1.24,3.44
160,74588.64,1.23,3.45
170,77214.87,1.21,3.28
180,90826.14,1.10,2.29
190,89995.97,1.10,2.40
200,91216.08,1.09,2.26
210,82390.01,1.16,2.99
220,72545.84,1.26,3.56
230,75684.82,1.22,3.36
240,84028.08,1.15,3.04
250,89844.00,1.11,2.51
260,89189.47,1.11,2.44
270,91272.91,1.08,2.20
280,75925.30,1.21,3.27
290,76678.28,1.20,3.45
300,79710.43,1.17,3.28
310,87407.84,1.11,2.89
320,90455.37,1.09,2.47
330,91646.64,1.07,2.37
340,85965.29,1.12,2.77
350,77276.44,1.19,3.40
360,79141.89,1.17,3.27
370,80736.41,1.16,3.29
380,91758.30,1.07,2.42
390,92092.22,1.07,2.44
400,92434.35,1.06,2.26
410,80571.05,1.16,3.09
420,78103.58,1.18,3.32
430,79708.66,1.16,3.15
440,85840.13,1.12,2.87
450,90248.21,1.09,2.39
460,89943.69,1.09,2.37
470,86078.07,1.12,2.79
480,76970.68,1.20,3.26
490,78003.38,1.19,3.27
500,79494.26,1.18,3.14
510,90454.01,1.09,2.45
520,90159.14,1.10,2.43
530,90477.22,1.09,2.40
540,80791.26,1.16,2.96
550,77973.47,1.19,3.34
560,78240.86,1.19,3.34
570,83430.77,1.14,3.08
580,91584.55,1.08,2.46
590,91263.12,1.08,2.42
600,89869.95,1.09,2.55

===== Time-Series Benchmark Complete =====
