===== Spring Boot Time-Series Benchmark =====
Instance Type: c7i-flex.xlarge
Run: 2
Spring Boot Host: springboot-server-c7i-flex-xlarge
Timestamp: 2026-01-21T14:29:18+00:00

Configuration:
  - Warmup: 30s (JIT compilation)
  - Data points: 60 (10s intervals = 10 minutes)
  - wrk settings: -t2 -c100 (matches regular benchmark)

--- Warm-up Phase (30s) ---
Warm-up complete - JIT compilation done

--- Time-Series Data ---
elapsed_sec,requests_per_sec,avg_latency_ms,p99_latency_ms
10,79393.78,1.41,7.22
20,82334.69,1.11,3.92
30,86351.08,1.02,3.31
40,95021.93,1.00,3.08
50,105713.57,0.93,2.36
60,100917.37,1.13,8.19
70,102823.67,0.96,2.36
80,90164.24,1.02,3.19
90,85879.27,1.03,3.33
100,91487.04,0.99,3.23
110,102508.75,0.95,2.57
120,103329.93,0.96,2.40
130,100960.30,0.98,2.35
140,94377.87,1.03,2.77
150,78571.40,1.14,3.49
160,86618.47,1.04,3.19
170,94681.27,0.99,2.94
180,101491.56,0.97,2.38
190,102738.70,0.97,2.43
200,98981.49,1.01,2.53
210,90559.12,1.01,3.03
220,88287.20,1.03,3.37
230,89090.17,1.03,3.20
240,97521.61,0.98,2.77
250,105490.01,0.93,2.28
260,101595.31,0.97,2.33
270,98706.49,0.98,2.64
280,88592.71,1.01,3.28
290,89720.84,1.01,3.17
300,89889.50,1.04,3.13
310,100327.16,0.98,2.42
320,104994.55,0.94,2.28
330,105113.38,0.94,2.11
340,90909.61,1.02,3.12
350,87330.50,1.05,3.25
360,87738.76,1.05,3.21
370,95639.04,0.99,2.82
380,104649.00,0.94,2.43
390,103160.89,0.96,2.27
400,100811.95,0.96,2.59
410,87003.41,1.04,3.20
420,89418.53,1.03,3.18
430,91992.25,1.01,3.14
440,99835.67,0.98,2.75
450,106159.87,0.94,2.37
460,106567.16,0.93,2.12
470,96726.09,0.97,2.80
480,91729.62,1.00,3.17
490,91802.99,1.00,3.10
500,94926.36,0.98,3.10
510,105043.11,0.94,2.36
520,107350.91,0.92,2.26
530,102842.35,0.99,2.65
540,89107.51,1.03,3.26
550,91333.29,1.01,3.17
560,91295.21,1.00,3.19
570,99081.94,0.97,2.71
580,102028.85,0.97,2.38
590,102552.70,0.96,2.30
600,97213.95,0.98,2.71

===== Time-Series Benchmark Complete =====
